# ai-atlas vektor uji lintas bahasa — .Deckyx
# berkas: bayes.tsv
# keterbandingan: BitExact
# Teorema Bayes dua hipotesis: probabilitas bukti, posterior, rasio kemungkinan
# seluruh pecahan ditulis sebagai 16 digit heksadesimal pola bit IEEE-754
# kolom: prior_hex	likelihood_h_hex	likelihood_not_h_hex	evidence_hex	posterior_hex	likelihood_ratio_hex
3fb999999999999a	3fe0000000000000	3f50624dd2f1a9fc	3faa0f9096bb98c8	3fef6f26ba1722b4	407f400000000000
3fb999999999999a	3fe0000000000000	3f947ae147ae147b	3fb16872b020c49c	3fe7878787878787	4039000000000000
3fb999999999999a	3fe0000000000000	3fb999999999999a	3fc1eb851eb851ec	3fd6db6db6db6db7	4014000000000000
3fb999999999999a	3fe0000000000000	3fc999999999999a	3fcd70a3d70a3d72	3fcbd37a6f4de9bc	4004000000000000
3fb999999999999a	3fe0000000000000	3fd999999999999a	3fda3d70a3d70a3e	3fbf3831f3831f38	3ff4000000000000
3fb999999999999a	3fe0000000000000	3fe0000000000000	3fe0000000000000	3fb999999999999a	3ff0000000000000
3fb999999999999a	3fe0000000000000	3fe8000000000000	3fe7333333333334	3fb1a7b9611a7b96	3fe5555555555555
3fb999999999999a	3fe0000000000000	3feccccccccccccd	3feb851eb851eb86	3fadc47711dc4771	3fe1c71c71c71c72
3fb999999999999a	3fe0000000000000	3fefae147ae147ae	3fee1cac083126ea	3fab34817f0c3e07	3fe0295fad40a57f
3fb999999999999a	3fe8000000000000	3f50624dd2f1a9fc	3fb36e2eb1c432cb	3fef9edc95c143cc	4087700000000000
3fb999999999999a	3fe8000000000000	3f947ae147ae147b	3fb7ced916872b03	3fe9ce739ce739ce	4042c00000000000
3fb999999999999a	3fe8000000000000	3fb999999999999a	3fc51eb851eb8520	3fdd1745d1745d17	401e000000000000
3fb999999999999a	3fe8000000000000	3fc999999999999a	3fd051eb851eb852	3fd2d2d2d2d2d2d4	400e000000000000
3fb999999999999a	3fe8000000000000	3fd999999999999a	3fdbd70a3d70a3d8	3fc611a7b9611a7c	3ffe000000000000
3fb999999999999a	3fe8000000000000	3fe0000000000000	3fe0cccccccccccd	3fc2492492492493	3ff8000000000000
3fb999999999999a	3fe8000000000000	3fe8000000000000	3fe8000000000000	3fb999999999999b	3ff0000000000000
3fb999999999999a	3fe8000000000000	3feccccccccccccd	3fec51eb851eb852	3fb5b1e5f75270d1	3feaaaaaaaaaaaaa
3fb999999999999a	3fe8000000000000	3fefae147ae147ae	3feee978d4fdf3b6	3fb3e032e1c9f01a	3fe83e0f83e0f83e
3fb999999999999a	3feccccccccccccd	3f50624dd2f1a9fc	3fb74538ef34d6a2	3fefaee41e6a7498	408c200000000000
3fb999999999999a	3feccccccccccccd	3f947ae147ae147b	3fbba5e353f7ceda	3feaaaaaaaaaaaab	4046800000000000
3fb999999999999a	3feccccccccccccd	3fb999999999999a	3fc70a3d70a3d70b	3fe0000000000000	4022000000000000
3fb999999999999a	3feccccccccccccd	3fc999999999999a	3fd147ae147ae148	3fd5555555555556	4012000000000000
3fb999999999999a	3feccccccccccccd	3fd999999999999a	3fdcccccccccccce	3fc9999999999999	4002000000000000
3fb999999999999a	3feccccccccccccd	3fe0000000000000	3fe147ae147ae148	3fc5555555555556	3ffccccccccccccd
3fb999999999999a	3feccccccccccccd	3fe8000000000000	3fe87ae147ae147b	3fbe1e1e1e1e1e1f	3ff3333333333333
3fb999999999999a	3feccccccccccccd	3feccccccccccccd	3feccccccccccccd	3fb999999999999a	3ff0000000000000
3fb999999999999a	3feccccccccccccd	3fefae147ae147ae	3fef645a1cac0831	3fb77c7a20e177c9	3fed1745d1745d18
3fb999999999999a	3fefae147ae147ae	3f50624dd2f1a9fc	3fb9930be0ded289	3fefb632bd1dfb63	408ef00000000000
3fb999999999999a	3fefae147ae147ae	3f947ae147ae147b	3fbdf3b645a1cac1	3feb13b13b13b13b	4048c00000000000
3fb999999999999a	3fefae147ae147ae	3fb999999999999a	3fc83126e978d4fe	3fe0c30c30c30c31	4023cccccccccccc
3fb999999999999a	3fefae147ae147ae	3fc999999999999a	3fd1db22d0e56042	3fd6b5ad6b5ad6b5	4013cccccccccccc
3fb999999999999a	3fefae147ae147ae	3fd999999999999a	3fdd604189374bc8	3fcb9b9b9b9b9b9b	4003cccccccccccc
3fb999999999999a	3fefae147ae147ae	3fe0000000000000	3fe1916872b020c5	3fc714fbcda3ac11	3fffae147ae147ae
3fb999999999999a	3fefae147ae147ae	3fe8000000000000	3fe8c49ba5e353f8	3fc05f417d05f418	3ff51eb851eb851f
3fb999999999999a	3fefae147ae147ae	3feccccccccccccd	3fed16872b020c4a	3fbbe1958b67ebb9	3ff1999999999999
3fb999999999999a	3fefae147ae147ae	3fefae147ae147ae	3fefae147ae147ae	3fb999999999999a	3ff0000000000000
3fc999999999999a	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3fc999999999999a	3ff0000000000000
3fc999999999999a	3f50624dd2f1a9fc	3f947ae147ae147b	3f9096bb98c7e282	3f8948b0fcd6e9e1	3fa999999999999a
3fc999999999999a	3f50624dd2f1a9fc	3fb999999999999a	3fb487fcb923a29e	3f646dce34596065	3f847ae147ae147b
3fc999999999999a	3f50624dd2f1a9fc	3fc999999999999a	3fc4816f0068db8d	3f547455a726abf1	3f747ae147ae147b
3fc999999999999a	3f50624dd2f1a9fc	3fd999999999999a	3fd47e28240b7804	3f44779af172f7d8	3f647ae147ae147b
3fc999999999999a	3f50624dd2f1a9fc	3fe0000000000000	3fd99ce075f6fd22	3f40603538acf832	3f60624dd2f1a9fc
3fc999999999999a	3f50624dd2f1a9fc	3fe8000000000000	3fe334d6a161e4f8	3f35d68ab4acff92	3f55d867c3ece2a5
3fc999999999999a	3f50624dd2f1a9fc	3feccccccccccccd	3fe70be0ded288cf	3f32330b294dd855	3f523456789abcdf
3fc999999999999a	3f50624dd2f1a9fc	3fefae147ae147ae	3fe959b3d07c84b6	3f308b99e2663eb1	3f508cabb37565e2
3fc999999999999a	3f947ae147ae147b	3f50624dd2f1a9fc	3f73a92a30553262	3feaaaaaaaaaaaaa	4034000000000000
3fc999999999999a	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3fc999999999999a	3ff0000000000000
3fc999999999999a	3f947ae147ae147b	3fb999999999999a	3fb5810624dd2f1c	3fa8618618618617	3fc9999999999999
3fc999999999999a	3f947ae147ae147b	3fc999999999999a	3fc4fdf3b645a1cc	3f98f9c18f9c18f8	3fb9999999999999
3fc999999999999a	3f947ae147ae147b	3fd999999999999a	3fd4bc6a7ef9db24	3f8948b0fcd6e9df	3fa9999999999999
3fc999999999999a	3f947ae147ae147b	3fe0000000000000	3fd9db22d0e56042	3f8446f86562d9fb	3fa47ae147ae147b
3fc999999999999a	3f947ae147ae147b	3fe8000000000000	3fe353f7ced91688	3f7b2036406c80d8	3f9b4e81b4e81b4f
3fc999999999999a	3f947ae147ae147b	3feccccccccccccd	3fe72b020c49ba5f	3f76a13cd1537290	3f96c16c16c16c17
3fc999999999999a	3f947ae147ae147b	3fefae147ae147ae	3fe978d4fdf3b646	3f749539e3b2d067	3f94afd6a052bf5b
3fc999999999999a	3fb999999999999a	3f50624dd2f1a9fc	3f954c985f06f695	3feec4ec4ec4ec4f	4059000000000000
3fc999999999999a	3fb999999999999a	3f947ae147ae147b	3fa26e978d4fdf3c	3fe1c71c71c71c72	4014000000000000
3fc999999999999a	3fb999999999999a	3fb999999999999a	3fb999999999999b	3fc999999999999a	3ff0000000000000
3fc999999999999a	3fb999999999999a	3fc999999999999a	3fc70a3d70a3d70c	3fbc71c71c71c71c	3fe0000000000000
3fc999999999999a	3fb999999999999a	3fd999999999999a	3fd5c28f5c28f5c4	3fae1e1e1e1e1e1e	3fd0000000000000
3fc999999999999a	3fb999999999999a	3fe0000000000000	3fdae147ae147ae2	3fa8618618618619	3fc999999999999a
3fc999999999999a	3fb999999999999a	3fe8000000000000	3fe3d70a3d70a3d8	3fa0842108421084	3fc1111111111111
3fc999999999999a	3fb999999999999a	3feccccccccccccd	3fe7ae147ae147af	3f9bacf914c1bad0	3fbc71c71c71c71d
3fc999999999999a	3fb999999999999a	3fefae147ae147ae	3fe9fbe76c8b4396	3f9938bfaf4a676a	3fb9dbcc48676f32
3fc999999999999a	3fc999999999999a	3f50624dd2f1a9fc	3fa4e3bcd35a8589	3fef5f5f5f5f5f5f	4069000000000000
3fc999999999999a	3fc999999999999a	3f947ae147ae147b	3facac083126e97a	3fe6db6db6db6db7	4024000000000000
3fc999999999999a	3fc999999999999a	3fb999999999999a	3fbeb851eb851eba	3fd5555555555555	4000000000000000
3fc999999999999a	3fc999999999999a	3fc999999999999a	3fc999999999999b	3fc999999999999a	3ff0000000000000
3fc999999999999a	3fc999999999999a	3fd999999999999a	3fd70a3d70a3d70c	3fbc71c71c71c71c	3fe0000000000000
3fc999999999999a	3fc999999999999a	3fe0000000000000	3fdc28f5c28f5c2a	3fb745d1745d1746	3fd999999999999a
3fc999999999999a	3fc999999999999a	3fe8000000000000	3fe47ae147ae147c	3fb0000000000000	3fd1111111111111
3fc999999999999a	3fc999999999999a	3feccccccccccccd	3fe851eb851eb853	3faaf286bca1af29	3fcc71c71c71c71d
3fc999999999999a	3fc999999999999a	3fefae147ae147ae	3fea9fbe76c8b43a	3fa89d89d89d89d9	3fc9dbcc48676f32
3fc999999999999a	3fd999999999999a	3f50624dd2f1a9fc	3fb4af4f0d844d02	3fefaee41e6a7499	4079000000000000
3fc999999999999a	3fd999999999999a	3f947ae147ae147b	3fb89374bc6a7efb	3feaaaaaaaaaaaab	4034000000000000
3fc999999999999a	3fd999999999999a	3fb999999999999a	3fc47ae147ae147c	3fe0000000000000	4010000000000000
3fc999999999999a	3fd999999999999a	3fc999999999999a	3fceb851eb851eba	3fd5555555555555	4000000000000000
3fc999999999999a	3fd999999999999a	3fd999999999999a	3fd999999999999b	3fc999999999999a	3ff0000000000000
3fc999999999999a	3fd999999999999a	3fe0000000000000	3fdeb851eb851eb9	3fc5555555555556	3fe999999999999a
3fc999999999999a	3fd999999999999a	3fe8000000000000	3fe5c28f5c28f5c4	3fbe1e1e1e1e1e1e	3fe1111111111111
3fc999999999999a	3fd999999999999a	3feccccccccccccd	3fe999999999999a	3fb999999999999b	3fdc71c71c71c71d
3fc999999999999a	3fd999999999999a	3fefae147ae147ae	3febe76c8b439582	3fb77c7a20e177c8	3fd9dbcc48676f32
3fc999999999999a	3fe0000000000000	3f50624dd2f1a9fc	3fb9ce075f6fd220	3fefbefbefbefbf0	407f400000000000
3fc999999999999a	3fe0000000000000	3f947ae147ae147b	3fbdb22d0e560419	3feb9611a7b9611b	4039000000000000
3fc999999999999a	3fe0000000000000	3fb999999999999a	3fc70a3d70a3d70b	3fe1c71c71c71c71	4014000000000000
3fc999999999999a	3fe0000000000000	3fc999999999999a	3fd0a3d70a3d70a4	3fd89d89d89d89d9	4004000000000000
3fc999999999999a	3fe0000000000000	3fd999999999999a	3fdae147ae147ae2	3fce79e79e79e79e	3ff4000000000000
3fc999999999999a	3fe0000000000000	3fe0000000000000	3fe0000000000000	3fc999999999999a	3ff0000000000000
3fc999999999999a	3fe0000000000000	3fe8000000000000	3fe6666666666667	3fc2492492492492	3fe5555555555555
3fc999999999999a	3fe0000000000000	3feccccccccccccd	3fea3d70a3d70a3e	3fbf3831f3831f38	3fe1c71c71c71c72
3fc999999999999a	3fe0000000000000	3fefae147ae147ae	3fec8b4395810625	3fbcb315cfc8e599	3fe0295fad40a57f
3fc999999999999a	3fe8000000000000	3f50624dd2f1a9fc	3fc34d6a161e4f77	3fefd48a8673700b	4087700000000000
3fc999999999999a	3fe8000000000000	3f947ae147ae147b	3fc53f7ced916874	3fecea68de12818a	4042c00000000000
3fc999999999999a	3fe8000000000000	3fb999999999999a	3fcd70a3d70a3d72	3fe4de9bd37a6f4e	401e000000000000
3fc999999999999a	3fe8000000000000	3fc999999999999a	3fd3d70a3d70a3d8	3fdef7bdef7bdef8	400e000000000000
3fc999999999999a	3fe8000000000000	3fd999999999999a	3fde147ae147ae16	3fd46cefa8d9df52	3ffe000000000000
3fc999999999999a	3fe8000000000000	3fe0000000000000	3fe199999999999a	3fd1745d1745d175	3ff8000000000000
3fc999999999999a	3fe8000000000000	3fe8000000000000	3fe8000000000001	3fc999999999999a	3ff0000000000000
3fc999999999999a	3fe8000000000000	3feccccccccccccd	3febd70a3d70a3d8	3fc611a7b9611a7c	3feaaaaaaaaaaaaa
3fc999999999999a	3fe8000000000000	3fefae147ae147ae	3fee24dd2f1a9fbf	3fc461d59ae78a9a	3fe83e0f83e0f83e
3fc999999999999a	3feccccccccccccd	3f50624dd2f1a9fc	3fc72474538ef34e	3fefdbc090fdbc09	408c200000000000
3fc999999999999a	3feccccccccccccd	3f947ae147ae147b	3fc916872b020c4a	3fed6343eb1a1f59	4046800000000000
3fc999999999999a	3feccccccccccccd	3fb999999999999a	3fd0a3d70a3d70a4	3fe6276276276277	4022000000000000
3fc999999999999a	3feccccccccccccd	3fc999999999999a	3fd5c28f5c28f5c4	3fe0f0f0f0f0f0f0	4012000000000000
3fc999999999999a	3feccccccccccccd	3fd999999999999a	3fe0000000000001	3fd70a3d70a3d70a	4002000000000000
3fc999999999999a	3feccccccccccccd	3fe0000000000000	3fe28f5c28f5c290	3fd3dcb08d3dcb09	3ffccccccccccccd
3fc999999999999a	3feccccccccccccd	3fe8000000000000	3fe8f5c28f5c28f7	3fcd89d89d89d89d	3ff3333333333333
3fc999999999999a	3feccccccccccccd	3feccccccccccccd	3fecccccccccccce	3fc9999999999999	3ff0000000000000
3fc999999999999a	3feccccccccccccd	3fefae147ae147ae	3fef1a9fbe76c8b5	3fc7b425ed097b43	3fed1745d1745d18
3fc999999999999a	3fefae147ae147ae	3f50624dd2f1a9fc	3fc972474538ef35	3fefdf08c1ac8e2a	408ef00000000000
3fc999999999999a	3fefae147ae147ae	3f947ae147ae147b	3fcb645a1cac0832	3fed9b8396ba9de8	4048c00000000000
3fc999999999999a	3fefae147ae147ae	3fb999999999999a	3fd1cac083126e98	3fe6ca9705867230	4023cccccccccccc
3fc999999999999a	3fefae147ae147ae	3fc999999999999a	3fd6e978d4fdf3b7	3fe1b2c55cf5fd23	4013cccccccccccc
3fc999999999999a	3fefae147ae147ae	3fd999999999999a	3fe09374bc6a7efa	3fd8769c2b7d876a	4003cccccccccccc
3fc999999999999a	3fefae147ae147ae	3fe0000000000000	3fe322d0e560418a	3fd530cd7c25ac17	3fffae147ae147ae
3fc999999999999a	3fefae147ae147ae	3fe8000000000000	3fe989374bc6a7f0	3fcfc267f099fc26	3ff51eb851eb851f
3fc999999999999a	3fefae147ae147ae	3feccccccccccccd	3fed604189374bc8	3fcb9b9b9b9b9b9b	3ff1999999999999
3fc999999999999a	3fefae147ae147ae	3fefae147ae147ae	3fefae147ae147ae	3fc999999999999a	3ff0000000000000
3fd999999999999a	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3fd999999999999a	3ff0000000000000
3fd999999999999a	3f50624dd2f1a9fc	3f947ae147ae147b	3f89652bd3c36113	3fa0842108421085	3fa999999999999a
3fd999999999999a	3f50624dd2f1a9fc	3fb999999999999a	3faeecbfb15b573e	3f7b2036406c80da	3f847ae147ae147b
3fd999999999999a	3f50624dd2f1a9fc	3fc999999999999a	3fbed288ce703afb	3f6b37484ad806cf	3f747ae147ae147b
3fd999999999999a	3f50624dd2f1a9fc	3fd999999999999a	3fcec56d5cfaacda	3f5b42e00da17007	3f647ae147ae147b
3fd999999999999a	3f50624dd2f1a9fc	3fe0000000000000	3fd339c0ebedfa44	3f55d0f56ec91e57	3f60624dd2f1a9fc
3fd999999999999a	3f50624dd2f1a9fc	3fe8000000000000	3fdcd35a858793dd	3f4d19eb155f08a5	3f55d867c3ece2a5
3fd999999999999a	3f50624dd2f1a9fc	3feccccccccccccd	3fe14af4f0d844d0	3f48412f2ecdc90d	3f523456789abcdf
3fd999999999999a	3f50624dd2f1a9fc	3fefae147ae147ae	3fe305532617c1bd	3f460d17c61da199	3f508cabb37565e2
3fd999999999999a	3f947ae147ae147b	3f50624dd2f1a9fc	3f819ce075f6fd22	3fedc47711dc4771	4034000000000000
3fd999999999999a	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3fd999999999999a	3ff0000000000000
3fd999999999999a	3f947ae147ae147b	3fb999999999999a	3fb16872b020c49c	3fbe1e1e1e1e1e1e	3fc9999999999999
3fd999999999999a	3f947ae147ae147b	3fc999999999999a	3fc0624dd2f1a9fc	3fb0000000000000	3fb9999999999999
3fd999999999999a	3f947ae147ae147b	3fd999999999999a	3fcfbe76c8b43958	3fa0842108421084	3fa9999999999999
3fd999999999999a	3f947ae147ae147b	3fe0000000000000	3fd3b645a1cac083	3f9a98ef606a63be	3fa47ae147ae147b
3fd999999999999a	3f947ae147ae147b	3fe8000000000000	3fdd4fdf3b645a1c	3f91e2ef3b3fb875	3f9b4e81b4e81b4f
3fd999999999999a	3f947ae147ae147b	3feccccccccccccd	3fe189374bc6a7f0	3f8de5d6e3f8868a	3f96c16c16c16c17
3fd999999999999a	3f947ae147ae147b	3fefae147ae147ae	3fe34395810624dd	3f8b37484ad806ce	3f94afd6a052bf5b
3fd999999999999a	3fb999999999999a	3f50624dd2f1a9fc	3fa4c985f06f6946	3fef86ef9b1d0142	4059000000000000
3fd999999999999a	3fb999999999999a	3f947ae147ae147b	3faa9fbe76c8b43a	3fe89d89d89d89d9	4014000000000000
3fd999999999999a	3fb999999999999a	3fb999999999999a	3fb999999999999a	3fd999999999999b	3ff0000000000000
3fd999999999999a	3fb999999999999a	3fc999999999999a	3fc47ae147ae147b	3fd0000000000001	3fe0000000000000
3fd999999999999a	3fb999999999999a	3fd999999999999a	3fd1eb851eb851ec	3fc2492492492493	3fd0000000000000
3fd999999999999a	3fb999999999999a	3fe0000000000000	3fd5c28f5c28f5c2	3fbe1e1e1e1e1e21	3fc999999999999a
3fd999999999999a	3fb999999999999a	3fe8000000000000	3fdf5c28f5c28f5c	3fb4e5e0a72f053b	3fc1111111111111
3fd999999999999a	3fb999999999999a	3feccccccccccccd	3fe28f5c28f5c290	3fb1a7b9611a7b96	3fbc71c71c71c71d
3fd999999999999a	3fb999999999999a	3fefae147ae147ae	3fe449ba5e353f7d	3fb026c36ea3211d	3fb9dbcc48676f32
3fd999999999999a	3fc999999999999a	3f50624dd2f1a9fc	3fb4a2339c0ebee1	3fefc3047257a99b	4069000000000000
3fd999999999999a	3fc999999999999a	3f947ae147ae147b	3fb78d4fdf3b645b	3febd37a6f4de9be	4024000000000000
3fd999999999999a	3fc999999999999a	3fb999999999999a	3fc1eb851eb851ec	3fe2492492492493	4000000000000000
3fd999999999999a	3fc999999999999a	3fc999999999999a	3fc999999999999a	3fd999999999999b	3ff0000000000000
3fd999999999999a	3fc999999999999a	3fd999999999999a	3fd47ae147ae147b	3fd0000000000001	3fe0000000000000
3fd999999999999a	3fc999999999999a	3fe0000000000000	3fd851eb851eb852	3fcaf286bca1af2a	3fd999999999999a
3fd999999999999a	3fc999999999999a	3fe8000000000000	3fe0f5c28f5c28f6	3fc3521cfb2b78c2	3fd1111111111111
3fd999999999999a	3fc999999999999a	3feccccccccccccd	3fe3d70a3d70a3d8	3fc0842108421084	3fcc71c71c71c71d
3fd999999999999a	3fc999999999999a	3fefae147ae147ae	3fe5916872b020c4	3fbe62c0f316079b	3fc9dbcc48676f32
3fd999999999999a	3fd999999999999a	3f50624dd2f1a9fc	3fc48e8a71de69ae	3fefe1650f9f155d	4079000000000000
3fd999999999999a	3fd999999999999a	3f947ae147ae147b	3fc604189374bc6c	3fedc47711dc4771	4034000000000000
3fd999999999999a	3fd999999999999a	3fb999999999999a	3fcc28f5c28f5c2a	3fe745d1745d1746	4010000000000000
3fd999999999999a	3fd999999999999a	3fc999999999999a	3fd1eb851eb851ec	3fe2492492492493	4000000000000000
3fd999999999999a	3fd999999999999a	3fd999999999999a	3fd999999999999a	3fd999999999999b	3ff0000000000000
3fd999999999999a	3fd999999999999a	3fe0000000000000	3fdd70a3d70a3d71	3fd642c8590b2165	3fe999999999999a
3fd999999999999a	3fd999999999999a	3fe8000000000000	3fe3851eb851eb85	3fd0c9714fbcda3c	3fe1111111111111
3fd999999999999a	3fd999999999999a	3feccccccccccccd	3fe6666666666667	3fcd41d41d41d41e	3fdc71c71c71c71d
3fd999999999999a	3fd999999999999a	3fefae147ae147ae	3fe820c49ba5e354	3fcb296bf7d9f937	3fd9dbcc48676f32
3fd999999999999a	3fe0000000000000	3f50624dd2f1a9fc	3fc9ad42c3c9eecc	3fefe77f5ca669ab	407f400000000000
3fd999999999999a	3fe0000000000000	3f947ae147ae147b	3fcb22d0e560418a	3fee304d4873ecad	4039000000000000
3fd999999999999a	3fe0000000000000	3fb999999999999a	3fd0a3d70a3d70a4	3fe89d89d89d89d9	4014000000000000
3fd999999999999a	3fe0000000000000	3fc999999999999a	3fd47ae147ae147b	3fe4000000000000	4004000000000000
3fd999999999999a	3fe0000000000000	3fd999999999999a	3fdc28f5c28f5c29	3fdd1745d1745d18	3ff4000000000000
3fd999999999999a	3fe0000000000000	3fe0000000000000	3fe0000000000000	3fd999999999999a	3ff0000000000000
3fd999999999999a	3fe0000000000000	3fe8000000000000	3fe4cccccccccccc	3fd3b13b13b13b15	3fe5555555555555
3fd999999999999a	3fe0000000000000	3feccccccccccccd	3fe7ae147ae147ae	3fd14c1bacf914c2	3fe1c71c71c71c72
3fd999999999999a	3fe0000000000000	3fefae147ae147ae	3fe96872b020c49c	3fd01ef3bf843102	3fe0295fad40a57f
3fd999999999999a	3fe8000000000000	3f50624dd2f1a9fc	3fd33d07c84b5dcd	3fefefa6115f8d8b	4087700000000000
3fd999999999999a	3fe8000000000000	3f947ae147ae147b	3fd3f7ced916872c	3feec4ec4ec4ec4f	4042c00000000000
3fd999999999999a	3fe8000000000000	3fb999999999999a	3fd70a3d70a3d70b	3feaaaaaaaaaaaab	401e000000000000
3fd999999999999a	3fe8000000000000	3fc999999999999a	3fdae147ae147ae2	3fe6db6db6db6db7	400e000000000000
3fd999999999999a	3fe8000000000000	3fd999999999999a	3fe147ae147ae148	3fe1c71c71c71c72	3ffe000000000000
3fd999999999999a	3fe8000000000000	3fe0000000000000	3fe3333333333334	3fe0000000000000	3ff8000000000000
3fd999999999999a	3fe8000000000000	3fe8000000000000	3fe8000000000000	3fd999999999999b	3ff0000000000000
3fd999999999999a	3fe8000000000000	3feccccccccccccd	3feae147ae147ae2	3fd6db6db6db6db7	3feaaaaaaaaaaaaa
3fd999999999999a	3fe8000000000000	3fefae147ae147ae	3fec9ba5e353f7cf	3fd579fc90527846	3fe83e0f83e0f83e
3fd999999999999a	3feccccccccccccd	3f50624dd2f1a9fc	3fd7141205bc01a4	3feff25e8ff92f48	408c200000000000
3fd999999999999a	3feccccccccccccd	3f947ae147ae147b	3fd7ced916872b03	3feef7bdef7bdef8	4046800000000000
3fd999999999999a	3feccccccccccccd	3fb999999999999a	3fdae147ae147ae2	3feb6db6db6db6dc	4022000000000000
3fd999999999999a	3feccccccccccccd	3fc999999999999a	3fdeb851eb851eb9	3fe8000000000000	4012000000000000
3fd999999999999a	3feccccccccccccd	3fd999999999999a	3fe3333333333334	3fe3333333333333	4002000000000000
3fd999999999999a	3feccccccccccccd	3fe0000000000000	3fe51eb851eb851f	3fe1745d1745d175	3ffccccccccccccd
3fd999999999999a	3feccccccccccccd	3fe8000000000000	3fe9eb851eb851ec	3fdc71c71c71c71d	3ff3333333333333
3fd999999999999a	3feccccccccccccd	3feccccccccccccd	3fecccccccccccce	3fd9999999999999	3ff0000000000000
3fd999999999999a	3feccccccccccccd	3fefae147ae147ae	3fee872b020c49ba	3fd826a439f656f3	3fed1745d1745d18
3fd999999999999a	3fefae147ae147ae	3f50624dd2f1a9fc	3fd961e4f765fd8b	3feff39b4dd87f08	408ef00000000000
3fd999999999999a	3fefae147ae147ae	3f947ae147ae147b	3fda1cac083126ea	3fef0f0f0f0f0f0f	4048c00000000000
3fd999999999999a	3fefae147ae147ae	3fb999999999999a	3fdd2f1a9fbe76c9	3febca1af286bca2	4023cccccccccccc
3fd999999999999a	3fefae147ae147ae	3fc999999999999a	3fe083126e978d50	3fe88ee23b88ee24	4013cccccccccccc
3fd999999999999a	3fefae147ae147ae	3fd999999999999a	3fe45a1cac083127	3fe3ecade304d487	4003cccccccccccc
3fd999999999999a	3fefae147ae147ae	3fe0000000000000	3fe645a1cac08312	3fe234f72c234f73	3fffae147ae147ae
3fd999999999999a	3fefae147ae147ae	3fe8000000000000	3feb126e978d4fdf	3fddf51b3bea3678	3ff51eb851eb851f
3fd999999999999a	3fefae147ae147ae	3feccccccccccccd	3fedf3b645a1cac1	3fdb13b13b13b13b	3ff1999999999999
3fd999999999999a	3fefae147ae147ae	3fefae147ae147ae	3fefae147ae147ae	3fd999999999999a	3ff0000000000000
3fe0000000000000	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3f50624dd2f1a9fc	3fe0000000000000	3ff0000000000000
3fe0000000000000	3f50624dd2f1a9fc	3f947ae147ae147b	3f85810624dd2f1b	3fa8618618618618	3fa999999999999a
3fe0000000000000	3f50624dd2f1a9fc	3fb999999999999a	3fa9db22d0e56042	3f8446f86562d9fb	3f847ae147ae147b
3fe0000000000000	3f50624dd2f1a9fc	3fc999999999999a	3fb9ba5e353f7cee	3f7460cbc7f5cf9a	3f747ae147ae147b
3fe0000000000000	3f50624dd2f1a9fc	3fd999999999999a	3fc9a9fbe76c8b44	3f646dce34596066	3f647ae147ae147b
3fe0000000000000	3f50624dd2f1a9fc	3fe0000000000000	3fd0083126e978d5	3f6059eea0727586	3f60624dd2f1a9fc
3fe0000000000000	3f50624dd2f1a9fc	3fe8000000000000	3fd8083126e978d5	3f55d0f56ec91e57	3f55d867c3ece2a5
3fe0000000000000	3f50624dd2f1a9fc	3feccccccccccccd	3fdcd4fdf3b645a2	3f522f2a55ce8fc5	3f523456789abcdf
3fe0000000000000	3f50624dd2f1a9fc	3fefae147ae147ae	3fdfb645a1cac083	3f508865436c3cf7	3f508cabb37565e2
3fe0000000000000	3f947ae147ae147b	3f50624dd2f1a9fc	3f85810624dd2f1b	3fee79e79e79e79e	4034000000000000
3fe0000000000000	3f947ae147ae147b	3f947ae147ae147b	3f947ae147ae147b	3fe0000000000000	3ff0000000000000
3fe0000000000000	3f947ae147ae147b	3fb999999999999a	3faeb851eb851eb9	3fc5555555555555	3fc9999999999999
3fe0000000000000	3f947ae147ae147b	3fc999999999999a	3fbc28f5c28f5c29	3fb745d1745d1746	3fb9999999999999
3fe0000000000000	3f947ae147ae147b	3fd999999999999a	3fcae147ae147ae2	3fa8618618618618	3fa9999999999999
3fe0000000000000	3f947ae147ae147b	3fe0000000000000	3fd0a3d70a3d70a4	3fa3b13b13b13b14	3fa47ae147ae147b
3fe0000000000000	3f947ae147ae147b	3fe8000000000000	3fd8a3d70a3d70a4	3f9a98ef606a63bd	3f9b4e81b4e81b4f
3fe0000000000000	3f947ae147ae147b	3feccccccccccccd	3fdd70a3d70a3d71	3f9642c8590b2164	3f96c16c16c16c17
3fe0000000000000	3f947ae147ae147b	3fefae147ae147ae	3fe028f5c28f5c29	3f9446f86562d9fb	3f94afd6a052bf5b
3fe0000000000000	3fb999999999999a	3f50624dd2f1a9fc	3fa9db22d0e56042	3fefaee41e6a7498	4059000000000000
3fe0000000000000	3fb999999999999a	3f947ae147ae147b	3faeb851eb851eb9	3feaaaaaaaaaaaaa	4014000000000000
3fe0000000000000	3fb999999999999a	3fb999999999999a	3fb999999999999a	3fe0000000000000	3ff0000000000000
