# ai-atlas vektor uji lintas bahasa — .Deckyx
# berkas: fuzzy_linear.tsv
# keterbandingan: BitExact
# Fungsi keanggotaan segitiga dan trapesium, seluruhnya aritmetika dasar
# seluruh pecahan ditulis sebagai 16 digit heksadesimal pola bit IEEE-754
# kolom: shape	p1_hex	p2_hex	p3_hex	p4_hex	x_hex	degree_hex
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4011000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4011000000000000	3fd0000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4011000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4011000000000000	3ff0000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4012000000000000	3feccccccccccccd
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4012000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4012000000000000	3feccccccccccccd
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4012000000000000	3fdd1745d1745d17
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4012000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4012000000000000	3fc5555555555555
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4012000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4012000000000000	3ff0000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4013000000000000	3fee666666666666
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4013000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4013000000000000	3fee666666666666
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4013000000000000	3fda2e8ba2e8ba2f
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4013000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4013000000000000	3fb5555555555555
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4013000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4013000000000000	3ff0000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4014000000000000	3ff0000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4014000000000000	3ff0000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4014000000000000	3ff0000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4014000000000000	3fd745d1745d1746
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4014000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4014000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4014000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4014000000000000	3ff0000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4015000000000000	3fee666666666666
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4015000000000000	3fee666666666666
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4015000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4015000000000000	3fd45d1745d1745d
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4015000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4015000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4015000000000000	3fb5555555555555
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4015000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4016000000000000	3feccccccccccccd
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4016000000000000	3feccccccccccccd
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4016000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4016000000000000	3fd1745d1745d174
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4016000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4016000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4016000000000000	3fc5555555555555
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4016000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4017000000000000	3feb333333333333
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4017000000000000	3feb333333333333
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4017000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4017000000000000	3fcd1745d1745d17
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4017000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4017000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4017000000000000	3fd0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4017000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4018000000000000	3fe999999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4018000000000000	3fe999999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4018000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4018000000000000	3fc745d1745d1746
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4018000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4018000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4018000000000000	3fd5555555555555
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4018000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4019000000000000	3fe8000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4019000000000000	3fe8000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4019000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4019000000000000	3fc1745d1745d174
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4019000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4019000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4019000000000000	3fdaaaaaaaaaaaab
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4019000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401a000000000000	3fe6666666666666
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401a000000000000	3fe6666666666666
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401a000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401a000000000000	3fb745d1745d1746
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401a000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401a000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401a000000000000	3fe0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401a000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401b000000000000	3fe4cccccccccccd
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401b000000000000	3fe4cccccccccccd
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401b000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401b000000000000	3fa745d1745d1746
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401b000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401b000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401b000000000000	3fe2aaaaaaaaaaab
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401b000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401c000000000000	3fe3333333333333
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401c000000000000	3fe3333333333333
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401c000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401c000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401c000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401c000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401c000000000000	3fe5555555555555
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401c000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401d000000000000	3fe199999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401d000000000000	3fe199999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401d000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401d000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401d000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401d000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401d000000000000	3fe8000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401d000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401e000000000000	3fe0000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401e000000000000	3fe0000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401e000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401e000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401e000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401e000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401e000000000000	3feaaaaaaaaaaaab
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401e000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	401f000000000000	3fdccccccccccccd
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	401f000000000000	3fdccccccccccccd
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	401f000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	401f000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	401f000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	401f000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	401f000000000000	3fed555555555555
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	401f000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4020000000000000	3fd999999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4020000000000000	3fd999999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4020000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4020000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4020000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4020000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4020000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4020000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4020800000000000	3fd6666666666666
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4020800000000000	3fd6666666666666
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4020800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4020800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4020800000000000	3fec000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4020800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4020800000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4020800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4021000000000000	3fd3333333333333
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4021000000000000	3fd3333333333333
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4021000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4021000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4021000000000000	3fe8000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4021000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4021000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4021000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4021800000000000	3fd0000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4021800000000000	3fd0000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4021800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4021800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4021800000000000	3fe4000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4021800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4021800000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4021800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4022000000000000	3fc999999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4022000000000000	3fc999999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4022000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4022000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4022000000000000	3fe0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4022000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4022000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4022000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4022800000000000	3fc3333333333333
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4022800000000000	3fc3333333333333
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4022800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4022800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4022800000000000	3fd8000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4022800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4022800000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4022800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4023000000000000	3fb999999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4023000000000000	3fb999999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4023000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4023000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4023000000000000	3fd0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4023000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4023000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4023000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4023800000000000	3fa999999999999a
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4023800000000000	3fa999999999999a
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4023800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4023800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4023800000000000	3fc0000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4023800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4023800000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4023800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4024000000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4024000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4024000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4024000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4024000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4024000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4024000000000000	3ff0000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4024000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4024800000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4024800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4024800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4024800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4024800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4024800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4024800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4024800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4025000000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4025000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4025000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4025000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4025000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4025000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4025000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4025000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4025800000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4025800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4025800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4025800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4025800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4025800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4025800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4025800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4026000000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4026000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4026000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4026000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4026000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4026000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4026000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4026000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4026800000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4026800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4026800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4026800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4026800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4026800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4026800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4026800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4027000000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4027000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4027000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4027000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4027000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4027000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4027000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4027000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4027800000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4027800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4027800000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4027800000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4027800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4027800000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4027800000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4027800000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4024000000000000	7ff8000000000000	4028000000000000	0000000000000000
triangular	4014000000000000	4014000000000000	4024000000000000	7ff8000000000000	4028000000000000	0000000000000000
triangular	0000000000000000	4014000000000000	4014000000000000	7ff8000000000000	4028000000000000	0000000000000000
triangular	c008000000000000	3ff8000000000000	401c000000000000	7ff8000000000000	4028000000000000	0000000000000000
trapezoidal	0000000000000000	4000000000000000	4020000000000000	4024000000000000	4028000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4000000000000000	4014000000000000	4028000000000000	0000000000000000
trapezoidal	4014000000000000	4020000000000000	4024000000000000	4024000000000000	4028000000000000	0000000000000000
trapezoidal	0000000000000000	0000000000000000	4014000000000000	4014000000000000	4028000000000000	0000000000000000
